student_id,weakest_sub,weakest_sub_enc,addition_score,addition_ratio,addition_correct,comparing_fractions_score,comparing_fractions_ratio,comparing_fractions_correct,division_score,division_ratio,division_correct,fraction_to_decimal_score,fraction_to_decimal_ratio,fraction_to_decimal_correct,multiplication_score,multiplication_ratio,multiplication_correct,ordering_fractions_score,ordering_fractions_ratio,ordering_fractions_correct,simplifying_fractions_score,simplifying_fractions_ratio,simplifying_fractions_correct,subtraction_score,subtraction_ratio,subtraction_correct
S04509,Fraction to Decimal,3,16,0.8,4,14,0.7,3,12,0.6,3,4,0.2,1,16,0.8,3,12,0.6,2,8,0.4,2,20,1.0,5
S00259,Fraction to Decimal,3,16,0.8,4,6,0.3,1,10,0.5,2,4,0.2,1,18,0.9,4,18,0.9,4,16,0.8,4,12,0.6,3
S04735,Ordering Fractions,5,14,0.7,3,16,0.8,4,14,0.7,3,10,0.5,2,10,0.5,1,2,0.1,0,16,0.8,4,14,0.7,3
S01527,Addition,0,6,0.3,1,18,0.9,4,20,1.0,5,12,0.6,2,14,0.7,3,16,0.8,4,14,0.7,3,16,0.8,4
S04984,Ordering Fractions,5,6,0.3,1,18,0.9,4,10,0.5,2,8,0.4,2,10,0.5,2,0,0.0,0,14,0.7,3,16,0.8,4
S03311,Ordering Fractions,5,12,0.6,3,12,0.6,3,10,0.5,1,10,0.5,2,18,0.9,4,8,0.4,1,8,0.4,2,10,0.5,2
S05607,Ordering Fractions,5,16,0.8,4,12,0.6,3,16,0.8,4,12,0.6,3,12,0.6,3,10,0.5,2,12,0.6,3,12,0.6,3
S05935,Ordering Fractions,5,6,0.3,1,20,1.0,5,12,0.6,3,8,0.4,2,16,0.8,4,0,0.0,0,4,0.2,1,10,0.5,2
S02538,Multiplication,4,14,0.7,3,10,0.5,2,6,0.3,1,14,0.7,3,6,0.3,1,12,0.6,2,8,0.4,2,16,0.8,4
S00739,Multiplication,4,16,0.8,4,12,0.6,2,6,0.3,1,14,0.7,3,4,0.2,1,6,0.3,0,16,0.8,3,8,0.4,2
S00172,Comparing Fractions,1,16,0.8,3,6,0.3,1,16,0.8,4,10,0.5,1,10,0.5,1,14,0.7,3,8,0.4,2,8,0.4,2
S03951,Fraction to Decimal,3,8,0.4,2,12,0.6,3,16,0.8,4,4,0.2,0,6,0.3,1,16,0.8,4,10,0.5,2,20,1.0,5
S03845,Division,2,12,0.6,3,14,0.7,3,8,0.4,1,12,0.6,2,12,0.6,3,18,0.9,4,10,0.5,2,12,0.6,2
S00007,Division,2,20,1.0,5,10,0.5,2,4,0.2,0,14,0.7,3,10,0.5,2,14,0.7,3,10,0.5,2,8,0.4,2
S04304,Ordering Fractions,5,8,0.4,1,14,0.7,3,16,0.8,3,8,0.4,1,10,0.5,2,6,0.3,1,12,0.6,2,8,0.4,1
S02617,Ordering Fractions,5,6,0.3,1,12,0.6,2,20,1.0,5,16,0.8,4,10,0.5,2,4,0.2,1,8,0.4,2,16,0.8,4
S00833,Simplifying Fractions,6,14,0.7,3,10,0.5,2,16,0.8,4,8,0.4,2,18,0.9,4,14,0.7,3,4,0.2,0,18,0.9,4
S06344,Simplifying Fractions,6,12,0.6,3,12,0.6,3,8,0.4,2,4,0.2,1,0,0.0,0,12,0.6,3,0,0.0,0,12,0.6,3
S02578,Division,2,12,0.6,3,8,0.4,1,6,0.3,1,12,0.6,3,14,0.7,3,14,0.7,3,16,0.8,4,8,0.4,2
S05267,Fraction to Decimal,3,2,0.1,0,0,0.0,0,18,0.9,4,0,0.0,0,20,1.0,5,8,0.4,2,0,0.0,0,16,0.8,4
S02101,Subtraction,7,12,0.6,3,14,0.7,3,10,0.5,2,16,0.8,3,12,0.6,2,10,0.5,2,12,0.6,3,6,0.3,1
S02020,Division,2,14,0.7,3,14,0.7,3,6,0.3,1,14,0.7,3,12,0.6,3,12,0.6,3,12,0.6,2,8,0.4,1
S00668,Addition,0,8,0.4,2,12,0.6,3,12,0.6,3,10,0.5,2,14,0.7,3,18,0.9,4,12,0.6,2,16,0.8,4
S01565,Comparing Fractions,1,12,0.6,3,0,0.0,0,12,0.6,2,12,0.6,2,6,0.3,0,16,0.8,4,16,0.8,3,16,0.8,4
S00145,Subtraction,7,12,0.6,2,12,0.6,2,14,0.7,3,8,0.4,2,18,0.9,4,6,0.3,1,14,0.7,3,6,0.3,1
S02882,Addition,0,2,0.1,0,10,0.5,1,6,0.3,1,2,0.1,0,14,0.7,2,14,0.7,3,8,0.4,2,10,0.5,2
S02919,Subtraction,7,14,0.7,3,16,0.8,4,12,0.6,3,18,0.9,4,20,1.0,5,10,0.5,2,20,1.0,5,8,0.4,2
S02190,Ordering Fractions,5,12,0.6,3,14,0.7,3,12,0.6,2,10,0.5,1,10,0.5,2,10,0.5,2,10,0.5,1,12,0.6,2
S02816,Comparing Fractions,1,10,0.5,1,2,0.1,0,8,0.4,1,6,0.3,1,12,0.6,3,18,0.9,4,16,0.8,4,8,0.4,1
S02933,Fraction to Decimal,3,12,0.6,2,16,0.8,3,18,0.9,4,6,0.3,1,10,0.5,2,10,0.5,2,10,0.5,2,18,0.9,4
S00750,Division,2,12,0.6,2,4,0.2,1,4,0.2,0,8,0.4,1,8,0.4,1,16,0.8,4,8,0.4,1,14,0.7,3
S03327,Multiplication,4,12,0.6,3,10,0.5,2,16,0.8,3,8,0.4,1,0,0.0,0,12,0.6,2,14,0.7,2,8,0.4,1
S06028,Comparing Fractions,1,8,0.4,2,0,0.0,0,16,0.8,4,20,1.0,5,4,0.2,1,12,0.6,3,8,0.4,2,12,0.6,3
S02022,Division,2,12,0.6,3,10,0.5,2,6,0.3,1,16,0.8,3,14,0.7,3,8,0.4,1,16,0.8,4,10,0.5,2
S00378,Fraction to Decimal,3,18,0.9,4,18,0.9,4,12,0.6,2,8,0.4,2,14,0.7,2,16,0.8,4,14,0.7,3,10,0.5,2
S04429,Multiplication,4,6,0.3,1,14,0.7,3,16,0.8,4,8,0.4,2,0,0.0,0,12,0.6,3,8,0.4,2,6,0.3,1
S03953,Multiplication,4,6,0.3,1,10,0.5,2,16,0.8,4,10,0.5,2,6,0.3,1,20,1.0,5,12,0.6,3,16,0.8,3
S02625,Simplifying Fractions,6,20,1.0,5,8,0.4,2,8,0.4,1,16,0.8,3,14,0.7,3,16,0.8,4,8,0.4,2,12,0.6,3
S03153,Multiplication,4,10,0.5,2,12,0.6,3,16,0.8,4,8,0.4,2,6,0.3,1,14,0.7,3,12,0.6,3,14,0.7,3
S05135,Multiplication,4,10,0.5,2,8,0.4,2,20,1.0,5,8,0.4,2,4,0.2,1,14,0.7,3,18,0.9,4,20,1.0,5
S04500,Simplifying Fractions,6,12,0.6,3,10,0.5,2,8,0.4,2,6,0.3,1,12,0.6,2,14,0.7,3,6,0.3,1,12,0.6,3
S00510,Comparing Fractions,1,10,0.5,2,8,0.4,2,18,0.9,4,12,0.6,3,12,0.6,3,16,0.8,4,14,0.7,3,8,0.4,1
S05612,Comparing Fractions,1,8,0.4,2,0,0.0,0,4,0.2,1,8,0.4,2,8,0.4,2,8,0.4,2,16,0.8,4,12,0.6,3
S05284,Subtraction,7,6,0.3,1,10,0.5,2,8,0.4,2,6,0.3,1,8,0.4,2,12,0.6,3,8,0.4,2,6,0.3,1
S03339,Fraction to Decimal,3,8,0.4,2,20,1.0,5,12,0.6,3,4,0.2,1,14,0.7,3,8,0.4,2,16,0.8,4,12,0.6,2
S00023,Multiplication,4,16,0.8,4,14,0.7,3,12,0.6,2,12,0.6,3,6,0.3,1,12,0.6,3,12,0.6,2,14,0.7,3
S05106,Ordering Fractions,5,16,0.8,4,20,1.0,5,12,0.6,3,4,0.2,1,20,1.0,5,4,0.2,1,8,0.4,2,10,0.5,2
S01106,Fraction to Decimal,3,14,0.7,3,12,0.6,3,14,0.7,3,8,0.4,2,20,1.0,5,10,0.5,2,10,0.5,2,12,0.6,2
S03478,Division,2,14,0.7,3,12,0.6,2,4,0.2,1,14,0.7,3,20,1.0,5,20,1.0,5,12,0.6,2,12,0.6,3
S03161,Multiplication,4,12,0.6,3,10,0.5,1,16,0.8,3,12,0.6,3,4,0.2,1,20,1.0,5,12,0.6,2,18,0.9,4
S05667,Ordering Fractions,5,12,0.6,3,8,0.4,2,20,1.0,5,4,0.2,1,8,0.4,2,0,0.0,0,8,0.4,2,12,0.6,3
S00405,Subtraction,7,14,0.7,3,12,0.6,3,20,1.0,5,12,0.6,3,14,0.7,3,10,0.5,2,16,0.8,4,10,0.5,2
S05754,Division,2,14,0.7,3,16,0.8,4,8,0.4,2,14,0.7,3,16,0.8,4,16,0.8,4,12,0.6,3,16,0.8,4
S02812,Simplifying Fractions,6,10,0.5,2,10,0.5,2,20,1.0,5,14,0.7,3,20,1.0,5,16,0.8,3,8,0.4,1,12,0.6,3
S00334,Ordering Fractions,5,18,0.9,4,16,0.8,4,18,0.9,4,16,0.8,4,12,0.6,3,12,0.6,2,14,0.7,3,14,0.7,3
S01507,Comparing Fractions,1,6,0.3,0,6,0.3,1,12,0.6,3,12,0.6,2,16,0.8,4,20,1.0,5,12,0.6,2,16,0.8,4
S00779,Subtraction,7,10,0.5,2,10,0.5,2,8,0.4,2,18,0.9,4,8,0.4,1,16,0.8,4,10,0.5,2,4,0.2,1
S01640,Ordering Fractions,5,16,0.8,4,14,0.7,3,16,0.8,4,16,0.8,4,12,0.6,3,10,0.5,2,14,0.7,2,20,1.0,5
S05324,Simplifying Fractions,6,8,0.4,2,6,0.3,1,2,0.1,0,4,0.2,1,0,0.0,0,16,0.8,4,0,0.0,0,6,0.3,1
S00144,Addition,0,8,0.4,1,14,0.7,3,12,0.6,3,14,0.7,3,8,0.4,2,10,0.5,2,16,0.8,4,8,0.4,1
S02641,Multiplication,4,18,0.9,4,12,0.6,2,10,0.5,2,10,0.5,2,8,0.4,2,20,1.0,5,8,0.4,2,18,0.9,4
S01350,Multiplication,4,16,0.8,3,2,0.1,0,4,0.2,1,10,0.5,2,2,0.1,0,12,0.6,2,16,0.8,4,12,0.6,3
S05642,Comparing Fractions,1,12,0.6,3,4,0.2,1,10,0.5,2,8,0.4,2,4,0.2,1,20,1.0,5,12,0.6,3,14,0.7,3
S01789,Comparing Fractions,1,18,0.9,4,12,0.6,2,14,0.7,3,16,0.8,4,20,1.0,5,12,0.6,2,12,0.6,2,14,0.7,3
S00638,Simplifying Fractions,6,10,0.5,2,10,0.5,2,8,0.4,1,14,0.7,3,8,0.4,2,14,0.7,3,4,0.2,0,8,0.4,2
S01185,Addition,0,2,0.1,0,10,0.5,2,18,0.9,4,6,0.3,1,14,0.7,3,16,0.8,3,10,0.5,2,10,0.5,2
S04045,Division,2,12,0.6,3,14,0.7,2,6,0.3,1,10,0.5,2,10,0.5,2,14,0.7,3,12,0.6,3,6,0.3,1
S05958,Addition,0,4,0.2,1,8,0.4,2,18,0.9,4,8,0.4,2,10,0.5,2,14,0.7,3,14,0.7,3,8,0.4,2
S02959,Comparing Fractions,1,12,0.6,3,10,0.5,2,12,0.6,2,16,0.8,4,16,0.8,4,12,0.6,2,12,0.6,2,16,0.8,4
S01596,Multiplication,4,14,0.7,2,12,0.6,3,12,0.6,3,12,0.6,2,4,0.2,0,12,0.6,3,20,1.0,5,10,0.5,2
S05968,Multiplication,4,16,0.8,4,10,0.5,2,20,1.0,5,12,0.6,3,8,0.4,2,8,0.4,2,12,0.6,3,8,0.4,2
S00314,Ordering Fractions,5,10,0.5,2,20,1.0,5,14,0.7,3,14,0.7,3,20,1.0,5,4,0.2,1,4,0.2,1,14,0.7,2
S00123,Multiplication,4,10,0.5,2,10,0.5,2,8,0.4,1,6,0.3,0,2,0.1,0,18,0.9,4,6,0.3,1,14,0.7,3
S03420,Ordering Fractions,5,16,0.8,4,8,0.4,1,12,0.6,2,14,0.7,3,8,0.4,1,8,0.4,2,10,0.5,2,12,0.6,2
S03749,Addition,0,8,0.4,2,12,0.6,3,16,0.8,4,14,0.7,3,18,0.9,4,10,0.5,2,16,0.8,3,12,0.6,3
S05589,Fraction to Decimal,3,16,0.8,4,14,0.7,3,16,0.8,4,0,0.0,0,6,0.3,1,16,0.8,4,12,0.6,3,4,0.2,1
S00593,Fraction to Decimal,3,10,0.5,2,16,0.8,4,12,0.6,2,8,0.4,1,16,0.8,3,12,0.6,3,14,0.7,3,12,0.6,3
S02683,Simplifying Fractions,6,16,0.8,4,14,0.7,3,16,0.8,4,16,0.8,4,4,0.2,1,14,0.7,3,2,0.1,0,10,0.5,2
S02956,Fraction to Decimal,3,8,0.4,1,8,0.4,1,8,0.4,2,4,0.2,1,4,0.2,1,8,0.4,2,4,0.2,0,10,0.5,2
S02188,Simplifying Fractions,6,16,0.8,4,12,0.6,3,16,0.8,4,18,0.9,4,20,1.0,5,14,0.7,3,0,0.0,0,16,0.8,4
S05301,Addition,0,4,0.2,1,16,0.8,4,20,1.0,5,8,0.4,2,8,0.4,2,8,0.4,2,20,1.0,5,12,0.6,3
S04688,Comparing Fractions,1,16,0.8,4,4,0.2,0,6,0.3,1,8,0.4,1,10,0.5,2,16,0.8,4,8,0.4,1,8,0.4,2
S01468,Comparing Fractions,1,16,0.8,4,8,0.4,2,18,0.9,4,12,0.6,3,16,0.8,4,14,0.7,3,12,0.6,2,16,0.8,4
S05065,Ordering Fractions,5,16,0.8,4,16,0.8,4,14,0.7,3,18,0.9,4,12,0.6,3,12,0.6,3,20,1.0,5,14,0.7,3
S01973,Ordering Fractions,5,12,0.6,2,20,1.0,5,6,0.3,1,6,0.3,1,8,0.4,1,6,0.3,0,8,0.4,1,20,1.0,5
S05997,Subtraction,7,4,0.2,1,4,0.2,1,8,0.4,2,16,0.8,4,8,0.4,2,4,0.2,1,8,0.4,2,4,0.2,1
S04760,Comparing Fractions,1,10,0.5,2,8,0.4,2,14,0.7,3,12,0.6,3,10,0.5,2,10,0.5,2,18,0.9,4,12,0.6,2
S01650,Multiplication,4,12,0.6,3,16,0.8,4,14,0.7,3,12,0.6,2,10,0.5,2,16,0.8,4,12,0.6,3,10,0.5,2
S05756,Multiplication,4,12,0.6,3,20,1.0,5,14,0.7,3,20,1.0,5,0,0.0,0,20,1.0,5,20,1.0,5,2,0.1,0
S05257,Fraction to Decimal,3,20,1.0,5,4,0.2,1,4,0.2,1,0,0.0,0,12,0.6,3,2,0.1,0,14,0.7,3,4,0.2,1
S00671,Subtraction,7,14,0.7,3,12,0.6,3,16,0.8,4,16,0.8,4,18,0.9,4,14,0.7,3,10,0.5,2,0,0.0,0
S00474,Addition,0,4,0.2,1,8,0.4,1,14,0.7,2,8,0.4,2,12,0.6,2,12,0.6,3,18,0.9,4,6,0.3,0
S02677,Addition,0,4,0.2,0,14,0.7,3,14,0.7,3,14,0.7,2,20,1.0,5,12,0.6,3,14,0.7,2,10,0.5,1
S05711,Simplifying Fractions,6,8,0.4,2,12,0.6,3,16,0.8,4,12,0.6,3,16,0.8,4,6,0.3,1,0,0.0,0,12,0.6,3
S05478,Ordering Fractions,5,12,0.6,3,16,0.8,4,8,0.4,2,8,0.4,2,16,0.8,4,8,0.4,2,18,0.9,4,12,0.6,3
S00807,Fraction to Decimal,3,18,0.9,4,16,0.8,3,16,0.8,4,10,0.5,2,14,0.7,2,12,0.6,3,12,0.6,3,10,0.5,2
S00611,Fraction to Decimal,3,8,0.4,2,10,0.5,2,18,0.9,4,4,0.2,0,16,0.8,4,20,1.0,5,12,0.6,3,14,0.7,3
S03426,Simplifying Fractions,6,14,0.7,3,10,0.5,2,12,0.6,1,12,0.6,3,18,0.9,4,10,0.5,2,6,0.3,1,10,0.5,2
S04869,Division,2,12,0.6,3,12,0.6,3,10,0.5,2,14,0.7,3,18,0.9,4,18,0.9,4,20,1.0,5,12,0.6,3
S00153,Multiplication,4,16,0.8,3,16,0.8,3,8,0.4,2,8,0.4,2,6,0.3,1,14,0.7,3,6,0.3,1,14,0.7,2
S02414,Subtraction,7,16,0.8,4,16,0.8,4,10,0.5,2,14,0.7,3,12,0.6,3,12,0.6,2,10,0.5,2,8,0.4,2
S06130,Division,2,16,0.8,4,4,0.2,1,4,0.2,1,12,0.6,3,8,0.4,2,16,0.8,4,20,1.0,5,8,0.4,2
S03180,Subtraction,7,14,0.7,3,8,0.4,1,8,0.4,2,12,0.6,2,16,0.8,4,14,0.7,3,18,0.9,4,6,0.3,1
S04490,Ordering Fractions,5,16,0.8,4,20,1.0,5,10,0.5,1,18,0.9,4,10,0.5,1,10,0.5,2,10,0.5,1,12,0.6,2
S03728,Addition,0,4,0.2,0,12,0.6,3,14,0.7,3,16,0.8,4,10,0.5,1,18,0.9,4,12,0.6,2,14,0.7,3
S02936,Ordering Fractions,5,18,0.9,4,10,0.5,2,10,0.5,2,12,0.6,3,8,0.4,2,2,0.1,0,12,0.6,2,12,0.6,3
S06133,Division,2,4,0.2,1,4,0.2,1,0,0.0,0,4,0.2,1,16,0.8,4,12,0.6,3,12,0.6,3,8,0.4,2
S02070,Fraction to Decimal,3,4,0.2,1,10,0.5,2,14,0.7,3,4,0.2,0,4,0.2,0,12,0.6,3,16,0.8,4,10,0.5,2
S05664,Comparing Fractions,1,20,1.0,5,8,0.4,2,12,0.6,3,16,0.8,4,8,0.4,2,10,0.5,2,12,0.6,3,16,0.8,4
S04801,Division,2,20,1.0,5,12,0.6,3,0,0.0,0,8,0.4,2,14,0.7,3,8,0.4,2,18,0.9,4,10,0.5,2
S00830,Ordering Fractions,5,6,0.3,1,12,0.6,2,8,0.4,1,12,0.6,3,20,1.0,5,4,0.2,0,8,0.4,1,16,0.8,4
S05195,Subtraction,7,10,0.5,2,8,0.4,2,12,0.6,3,4,0.2,1,18,0.9,4,20,1.0,5,16,0.8,4,0,0.0,0
S01961,Division,2,16,0.8,4,10,0.5,2,6,0.3,1,12,0.6,3,12,0.6,2,12,0.6,2,16,0.8,4,20,1.0,5
S03269,Ordering Fractions,5,10,0.5,2,6,0.3,1,10,0.5,2,14,0.7,3,16,0.8,4,4,0.2,1,16,0.8,4,12,0.6,3
S06244,Multiplication,4,20,1.0,5,20,1.0,5,16,0.8,4,16,0.8,4,8,0.4,2,20,1.0,5,12,0.6,3,12,0.6,3
S05156,Fraction to Decimal,3,4,0.2,1,20,1.0,5,16,0.8,4,4,0.2,1,16,0.8,4,12,0.6,3,6,0.3,1,12,0.6,3
S00483,Ordering Fractions,5,12,0.6,3,8,0.4,2,10,0.5,2,8,0.4,1,10,0.5,2,6,0.3,1,16,0.8,4,14,0.7,3
S04555,Ordering Fractions,5,10,0.5,2,16,0.8,4,8,0.4,2,8,0.4,2,8,0.4,2,8,0.4,2,10,0.5,2,12,0.6,3
S05844,Multiplication,4,20,1.0,5,18,0.9,4,8,0.4,2,8,0.4,2,8,0.4,2,12,0.6,3,18,0.9,4,16,0.8,4
S02001,Comparing Fractions,1,12,0.6,3,6,0.3,1,14,0.7,3,8,0.4,1,16,0.8,4,16,0.8,4,14,0.7,3,16,0.8,3
S00342,Comparing Fractions,1,14,0.7,3,10,0.5,2,18,0.9,4,16,0.8,4,12,0.6,3,16,0.8,4,20,1.0,5,18,0.9,4
S05146,Division,2,12,0.6,3,16,0.8,4,0,0.0,0,4,0.2,1,20,1.0,5,20,1.0,5,12,0.6,3,12,0.6,3
S02707,Simplifying Fractions,6,8,0.4,2,16,0.8,4,16,0.8,4,8,0.4,2,16,0.8,3,16,0.8,4,8,0.4,2,16,0.8,4
S05371,Comparing Fractions,1,8,0.4,2,6,0.3,1,8,0.4,2,14,0.7,3,16,0.8,4,12,0.6,3,14,0.7,3,14,0.7,3
S05395,Fraction to Decimal,3,4,0.2,1,4,0.2,1,14,0.7,3,0,0.0,0,4,0.2,1,14,0.7,3,16,0.8,4,8,0.4,2
S02226,Addition,0,10,0.5,2,12,0.6,3,14,0.7,3,12,0.6,3,14,0.7,3,14,0.7,2,10,0.5,2,14,0.7,3
S06370,Ordering Fractions,5,4,0.2,1,12,0.6,3,4,0.2,1,8,0.4,2,8,0.4,2,4,0.2,1,4,0.2,1,20,1.0,5
S00455,Division,2,18,0.9,4,20,1.0,5,4,0.2,0,16,0.8,4,16,0.8,4,16,0.8,4,14,0.7,3,18,0.9,4
S03889,Comparing Fractions,1,20,1.0,5,4,0.2,1,18,0.9,4,10,0.5,2,12,0.6,2,12,0.6,3,6,0.3,1,20,1.0,5
S00044,Division,2,12,0.6,2,16,0.8,4,8,0.4,2,12,0.6,2,14,0.7,2,10,0.5,2,16,0.8,3,16,0.8,3
S03971,Fraction to Decimal,3,14,0.7,2,14,0.7,3,12,0.6,2,8,0.4,2,16,0.8,4,12,0.6,3,12,0.6,2,16,0.8,4
S00261,Fraction to Decimal,3,14,0.7,3,12,0.6,3,18,0.9,4,6,0.3,1,10,0.5,2,6,0.3,1,12,0.6,3,8,0.4,1
S01643,Ordering Fractions,5,20,1.0,5,18,0.9,4,20,1.0,5,18,0.9,4,16,0.8,3,12,0.6,2,16,0.8,4,14,0.7,3
S06134,Division,2,12,0.6,3,12,0.6,3,0,0.0,0,4,0.2,1,12,0.6,3,20,1.0,5,16,0.8,4,8,0.4,2
S04426,Simplifying Fractions,6,12,0.6,3,14,0.7,3,12,0.6,2,14,0.7,3,10,0.5,2,10,0.5,2,8,0.4,1,12,0.6,3
S00724,Fraction to Decimal,3,4,0.2,1,14,0.7,3,8,0.4,2,4,0.2,0,14,0.7,3,10,0.5,1,12,0.6,3,16,0.8,4
S01886,Addition,0,4,0.2,1,8,0.4,2,12,0.6,3,10,0.5,2,10,0.5,2,16,0.8,3,10,0.5,2,12,0.6,3
S02253,Ordering Fractions,5,16,0.8,4,18,0.9,4,14,0.7,3,14,0.7,3,16,0.8,4,10,0.5,2,16,0.8,4,16,0.8,4
S03265,Fraction to Decimal,3,18,0.9,4,12,0.6,3,16,0.8,4,6,0.3,1,14,0.7,3,8,0.4,2,20,1.0,5,12,0.6,3
S03301,Ordering Fractions,5,14,0.7,3,8,0.4,2,12,0.6,2,12,0.6,3,8,0.4,1,4,0.2,1,18,0.9,4,12,0.6,3
S04497,Multiplication,4,12,0.6,2,16,0.8,4,20,1.0,5,12,0.6,3,12,0.6,3,14,0.7,3,12,0.6,3,16,0.8,4
S01471,Simplifying Fractions,6,4,0.2,1,10,0.5,2,16,0.8,3,6,0.3,1,14,0.7,3,8,0.4,2,2,0.1,0,2,0.1,0
S03388,Ordering Fractions,5,14,0.7,3,12,0.6,3,6,0.3,1,16,0.8,4,18,0.9,4,6,0.3,1,8,0.4,2,16,0.8,4
S02213,Division,2,8,0.4,1,14,0.7,3,6,0.3,1,10,0.5,2,10,0.5,2,10,0.5,2,16,0.8,4,20,1.0,5
S02685,Ordering Fractions,5,12,0.6,3,16,0.8,3,8,0.4,1,8,0.4,2,14,0.7,3,6,0.3,1,12,0.6,3,10,0.5,2
S03612,Addition,0,6,0.3,1,10,0.5,2,10,0.5,2,12,0.6,3,6,0.3,1,8,0.4,0,10,0.5,2,10,0.5,2
S03074,Addition,0,4,0.2,1,10,0.5,2,6,0.3,0,8,0.4,2,12,0.6,1,10,0.5,2,4,0.2,1,16,0.8,4
S05356,Division,2,12,0.6,3,16,0.8,4,0,0.0,0,14,0.7,3,12,0.6,3,4,0.2,1,4,0.2,1,20,1.0,5
S01193,Addition,0,4,0.2,1,10,0.5,2,14,0.7,3,16,0.8,3,10,0.5,1,14,0.7,2,12,0.6,2,10,0.5,2
S00628,Division,2,6,0.3,1,12,0.6,2,2,0.1,0,12,0.6,3,8,0.4,2,8,0.4,1,12,0.6,3,10,0.5,2
S02261,Addition,0,8,0.4,1,14,0.7,3,12,0.6,3,18,0.9,4,18,0.9,4,8,0.4,2,16,0.8,4,14,0.7,3
S02233,Comparing Fractions,1,16,0.8,4,10,0.5,2,16,0.8,3,10,0.5,2,12,0.6,2,12,0.6,2,16,0.8,4,16,0.8,4
S00825,Fraction to Decimal,3,4,0.2,1,10,0.5,1,16,0.8,3,2,0.1,0,12,0.6,3,12,0.6,2,12,0.6,2,16,0.8,4
S03964,Division,2,12,0.6,3,6,0.3,1,6,0.3,1,8,0.4,0,10,0.5,2,14,0.7,3,16,0.8,4,12,0.6,2
S01113,Simplifying Fractions,6,10,0.5,2,16,0.8,4,12,0.6,3,12,0.6,3,20,1.0,5,10,0.5,2,4,0.2,1,6,0.3,1
S05634,Fraction to Decimal,3,8,0.4,2,16,0.8,4,12,0.6,3,8,0.4,2,14,0.7,3,12,0.6,3,12,0.6,3,18,0.9,4
S04861,Fraction to Decimal,3,12,0.6,3,16,0.8,3,12,0.6,3,8,0.4,2,12,0.6,3,12,0.6,2,10,0.5,2,14,0.7,3
S03854,Subtraction,7,12,0.6,3,16,0.8,3,20,1.0,5,8,0.4,1,12,0.6,2,14,0.7,3,12,0.6,3,6,0.3,1
S05869,Addition,0,0,0.0,0,0,0.0,0,14,0.7,3,10,0.5,2,8,0.4,2,16,0.8,4,14,0.7,3,16,0.8,4
S04065,Fraction to Decimal,3,16,0.8,4,10,0.5,2,12,0.6,3,8,0.4,2,18,0.9,4,16,0.8,4,20,1.0,5,18,0.9,4
S03212,Comparing Fractions,1,16,0.8,3,10,0.5,2,20,1.0,5,14,0.7,3,16,0.8,4,14,0.7,3,12,0.6,3,18,0.9,4
S04427,Fraction to Decimal,3,18,0.9,4,10,0.5,2,14,0.7,3,6,0.3,1,14,0.7,3,20,1.0,5,14,0.7,3,6,0.3,1
S01114,Addition,0,4,0.2,1,12,0.6,2,16,0.8,4,10,0.5,2,10,0.5,1,12,0.6,3,12,0.6,3,10,0.5,2
S02511,Subtraction,7,16,0.8,4,16,0.8,4,8,0.4,2,14,0.7,3,14,0.7,3,12,0.6,2,18,0.9,4,6,0.3,1
S03653,Comparing Fractions,1,8,0.4,2,0,0.0,0,16,0.8,4,16,0.8,3,16,0.8,4,12,0.6,2,16,0.8,4,12,0.6,2
S05277,Addition,0,0,0.0,0,12,0.6,3,6,0.3,1,8,0.4,2,8,0.4,2,20,1.0,5,20,1.0,5,20,1.0,5
S03122,Division,2,10,0.5,2,20,1.0,5,4,0.2,0,10,0.5,2,16,0.8,4,10,0.5,2,8,0.4,1,16,0.8,3
S02403,Multiplication,4,12,0.6,3,18,0.9,4,14,0.7,3,16,0.8,3,10,0.5,1,14,0.7,3,10,0.5,2,16,0.8,4
S05975,Division,2,8,0.4,2,12,0.6,3,4,0.2,1,8,0.4,2,12,0.6,3,12,0.6,3,14,0.7,3,12,0.6,3
S04826,Division,2,16,0.8,3,18,0.9,4,4,0.2,1,10,0.5,2,6,0.3,1,8,0.4,2,14,0.7,3,18,0.9,4
S05060,Division,2,8,0.4,2,8,0.4,2,0,0.0,0,8,0.4,2,16,0.8,4,8,0.4,2,8,0.4,2,4,0.2,1
S00802,Subtraction,7,14,0.7,3,16,0.8,4,8,0.4,1,10,0.5,2,12,0.6,3,12,0.6,2,14,0.7,2,8,0.4,1
S05212,Ordering Fractions,5,20,1.0,5,16,0.8,4,20,1.0,5,20,1.0,5,14,0.7,3,12,0.6,3,16,0.8,4,16,0.8,4
S02393,Simplifying Fractions,6,12,0.6,2,10,0.5,2,8,0.4,2,8,0.4,1,10,0.5,2,10,0.5,2,8,0.4,2,10,0.5,2
S03356,Addition,0,0,0.0,0,14,0.7,3,18,0.9,4,14,0.7,3,4,0.2,0,6,0.3,1,14,0.7,3,8,0.4,2
S06149,Division,2,16,0.8,4,12,0.6,3,0,0.0,0,16,0.8,4,8,0.4,2,16,0.8,4,12,0.6,3,16,0.8,4
S01021,Comparing Fractions,1,12,0.6,3,0,0.0,0,10,0.5,2,4,0.2,0,16,0.8,4,12,0.6,3,12,0.6,3,10,0.5,2
S05820,Ordering Fractions,5,12,0.6,3,16,0.8,4,12,0.6,3,8,0.4,2,12,0.6,3,8,0.4,2,8,0.4,2,14,0.7,3
